income,employment,hrs_work,race,age,gender,citizen,time_to_work,lang,married,edu,disability,birth_qrtr
9000,employed,40,white,37,male,yes,20,english,yes,hs or lower,yes,jan thru mar
1200,employed,20,white,23,male,yes,10,english,no,college,no,jul thru sep
0,not in labor force,NA,white,75,female,yes,NA,english,no,hs or lower,no,apr thru jun
50000,employed,40,white,57,male,yes,20,other,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,93,female,yes,NA,english,no,hs or lower,yes,oct thru dec
0,not in labor force,NA,black,76,female,yes,NA,english,yes,hs or lower,no,jul thru sep
NA,NA,NA,white,4,male,yes,NA,NA,no,hs or lower,no,jul thru sep
NA,NA,NA,white,4,male,yes,NA,NA,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,82,female,yes,NA,english,no,hs or lower,yes,oct thru dec
0,not in labor force,NA,white,19,female,yes,NA,english,no,hs or lower,no,apr thru jun
50000,employed,40,white,41,female,yes,35,english,yes,grad,no,jan thru mar
41600,employed,40,white,73,male,yes,60,english,yes,grad,no,jan thru mar
6100,employed,30,white,42,female,yes,NA,english,yes,college,no,apr thru jun
0,unemployed,NA,black,31,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,48,female,yes,NA,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,19,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,39,female,yes,NA,english,yes,hs or lower,no,apr thru jun
36000,employed,36,black,41,female,yes,90,english,yes,college,no,apr thru jun
20000,employed,40,white,49,female,yes,75,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,72,female,yes,NA,english,yes,hs or lower,no,oct thru dec
0,employed,55,white,51,male,yes,NA,english,yes,college,no,oct thru dec
0,not in labor force,NA,white,44,female,yes,NA,english,yes,hs or lower,no,apr thru jun
35000,employed,40,white,23,female,yes,5,english,no,college,no,oct thru dec
37000,employed,40,white,59,female,yes,15,english,yes,hs or lower,no,oct thru dec
35000,employed,42,white,59,female,yes,1,english,yes,hs or lower,no,apr thru jun
NA,NA,NA,white,2,male,yes,NA,NA,no,NA,no,oct thru dec
50000,employed,40,white,53,female,yes,45,english,no,grad,yes,apr thru jun
NA,NA,NA,white,4,male,yes,NA,NA,no,hs or lower,no,jul thru sep
NA,NA,NA,white,2,female,yes,NA,NA,no,NA,no,jan thru mar
45000,employed,40,white,40,male,yes,45,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,49,female,yes,NA,english,yes,hs or lower,no,jan thru mar
NA,NA,NA,white,11,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,88,female,yes,NA,english,yes,college,yes,jul thru sep
NA,NA,NA,white,7,male,yes,NA,english,no,hs or lower,no,jul thru sep
NA,NA,NA,white,6,female,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,7,female,yes,NA,english,no,hs or lower,no,oct thru dec
0,unemployed,NA,other,46,male,yes,NA,other,no,hs or lower,no,oct thru dec
0,not in labor force,NA,other,64,female,yes,NA,other,yes,hs or lower,yes,jan thru mar
124000,employed,45,white,66,female,yes,30,english,no,grad,no,apr thru jun
NA,NA,NA,white,8,male,yes,NA,other,no,hs or lower,no,oct thru dec
0,employed,10,white,74,female,yes,NA,english,no,college,no,apr thru jun
NA,NA,NA,black,11,female,yes,NA,english,no,hs or lower,no,jan thru mar
NA,NA,NA,white,10,male,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,68,female,yes,NA,english,yes,hs or lower,no,jul thru sep
NA,NA,NA,white,12,female,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,black,1,male,yes,NA,NA,no,NA,no,jul thru sep
0,not in labor force,NA,white,29,male,yes,NA,english,no,hs or lower,no,apr thru jun
5000,employed,20,white,30,female,yes,10,english,no,college,no,jul thru sep
113000,employed,60,white,51,male,yes,1,english,no,college,no,jul thru sep
0,not in labor force,NA,white,77,female,yes,NA,english,yes,hs or lower,yes,jul thru sep
0,unemployed,NA,white,40,female,no,NA,other,yes,college,no,apr thru jun
10000,unemployed,30,white,54,male,yes,NA,english,yes,hs or lower,no,jan thru mar
NA,NA,NA,white,8,male,yes,NA,english,no,hs or lower,no,oct thru dec
17200,employed,40,white,49,female,yes,10,english,yes,college,no,jan thru mar
0,employed,40,white,39,female,yes,15,english,yes,grad,no,oct thru dec
52000,unemployed,35,white,30,male,yes,NA,english,no,hs or lower,yes,apr thru jun
0,not in labor force,NA,white,67,male,yes,NA,english,no,hs or lower,no,oct thru dec
31000,employed,70,white,21,male,yes,25,english,no,hs or lower,no,apr thru jun
0,employed,40,white,58,female,yes,20,english,yes,grad,no,jan thru mar
13000,employed,35,white,36,male,yes,NA,english,no,hs or lower,no,jan thru mar
48000,employed,60,black,37,male,no,30,english,yes,grad,no,jul thru sep
0,not in labor force,NA,white,52,male,yes,NA,english,yes,college,no,apr thru jun
0,not in labor force,NA,asian,65,female,yes,NA,other,no,hs or lower,no,oct thru dec
3300,employed,9,white,51,female,yes,5,english,yes,hs or lower,no,jan thru mar
7000,employed,38,white,20,male,yes,15,english,no,hs or lower,no,jul thru sep
12900,employed,16,white,56,female,yes,10,english,yes,hs or lower,no,jan thru mar
44000,employed,48,white,34,male,yes,20,english,yes,hs or lower,no,jul thru sep
NA,NA,NA,white,14,male,yes,NA,english,no,hs or lower,no,jul thru sep
90000,employed,70,white,32,male,yes,15,english,yes,college,no,jan thru mar
6600,employed,40,white,40,female,yes,20,other,no,hs or lower,no,jan thru mar
0,not in labor force,NA,black,74,male,yes,NA,english,yes,hs or lower,yes,jul thru sep
0,employed,30,white,35,male,yes,1,english,yes,college,no,oct thru dec
24000,employed,40,other,26,female,yes,15,english,yes,college,no,apr thru jun
28000,employed,40,white,49,female,no,15,other,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,88,female,yes,NA,english,no,grad,no,apr thru jun
0,not in labor force,NA,other,59,male,yes,NA,other,yes,hs or lower,no,jul thru sep
40000,employed,40,white,36,male,yes,15,english,yes,college,no,apr thru jun
1000,employed,6,other,64,female,yes,10,english,yes,college,no,oct thru dec
20000,employed,40,black,37,male,yes,10,english,no,hs or lower,no,apr thru jun
NA,NA,NA,white,3,male,yes,NA,NA,no,hs or lower,no,jan thru mar
30000,employed,40,white,34,male,yes,25,english,yes,hs or lower,no,oct thru dec
0,unemployed,NA,white,43,male,yes,NA,english,no,hs or lower,no,jan thru mar
NA,NA,NA,other,3,male,yes,NA,NA,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,49,female,no,NA,other,yes,hs or lower,no,oct thru dec
NA,NA,NA,other,6,female,yes,NA,other,no,hs or lower,no,jan thru mar
0,NA,NA,white,15,female,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,black,0,male,yes,NA,NA,no,NA,no,oct thru dec
NA,NA,NA,black,13,male,yes,NA,english,no,hs or lower,no,apr thru jun
18000,employed,40,white,32,female,yes,128,english,no,hs or lower,no,apr thru jun
NA,NA,NA,white,3,male,yes,NA,NA,no,hs or lower,no,apr thru jun
29000,employed,40,white,23,male,yes,40,other,no,hs or lower,no,jul thru sep
13000,employed,40,white,22,female,yes,30,english,yes,grad,no,apr thru jun
0,not in labor force,NA,white,24,male,yes,NA,english,no,hs or lower,yes,oct thru dec
16800,employed,40,other,22,female,yes,10,english,no,hs or lower,no,apr thru jun
NA,NA,NA,white,9,female,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,71,female,yes,NA,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,74,male,yes,NA,english,no,hs or lower,no,jan thru mar
40000,employed,50,white,31,female,yes,15,other,yes,grad,no,jul thru sep
28600,employed,40,white,53,male,yes,30,english,no,hs or lower,no,oct thru dec
7800,employed,12,white,30,female,yes,15,english,yes,college,no,jan thru mar
0,not in labor force,NA,white,72,male,yes,NA,english,yes,college,no,oct thru dec
200,not in labor force,15,white,21,male,yes,NA,english,no,hs or lower,yes,jul thru sep
NA,NA,NA,black,2,female,no,NA,NA,no,NA,no,oct thru dec
0,not in labor force,NA,white,46,male,yes,NA,english,yes,college,no,oct thru dec
0,not in labor force,NA,white,20,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,90,male,yes,NA,english,yes,hs or lower,yes,jan thru mar
65000,employed,50,white,30,female,yes,45,english,no,college,no,oct thru dec
35000,employed,40,white,55,male,yes,15,other,yes,hs or lower,no,apr thru jun
6000,employed,8,white,33,female,no,30,other,yes,hs or lower,no,jul thru sep
55000,employed,40,white,53,male,yes,5,english,yes,hs or lower,no,apr thru jun
NA,NA,NA,white,1,male,yes,NA,NA,no,NA,no,oct thru dec
59000,employed,40,white,65,female,yes,10,english,yes,college,no,jan thru mar
NA,NA,NA,other,9,female,yes,NA,english,no,hs or lower,no,apr thru jun
0,unemployed,NA,black,70,male,yes,NA,english,yes,hs or lower,no,jul thru sep
0,not in labor force,NA,black,64,female,yes,NA,english,yes,hs or lower,yes,oct thru dec
NA,NA,NA,white,12,male,yes,NA,english,no,hs or lower,no,jul thru sep
12900,employed,25,white,54,female,yes,10,other,yes,hs or lower,no,jul thru sep
5500,not in labor force,37,white,69,female,yes,NA,english,no,hs or lower,no,jan thru mar
NA,NA,NA,other,12,female,yes,NA,english,no,hs or lower,no,apr thru jun
NA,NA,NA,white,14,male,yes,NA,other,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,69,female,yes,NA,english,no,hs or lower,no,jan thru mar
42000,employed,40,white,47,male,yes,45,english,no,hs or lower,no,jan thru mar
72000,employed,40,white,51,female,yes,28,english,yes,hs or lower,no,apr thru jun
NA,NA,NA,white,11,male,yes,NA,english,no,hs or lower,no,oct thru dec
400,employed,20,white,28,female,yes,15,english,yes,college,no,jan thru mar
0,not in labor force,NA,white,32,male,yes,NA,english,no,hs or lower,yes,oct thru dec
0,not in labor force,NA,white,25,male,yes,NA,english,no,hs or lower,yes,jul thru sep
180000,employed,60,white,64,male,yes,20,english,yes,grad,no,oct thru dec
133000,employed,40,asian,39,male,yes,NA,english,yes,college,no,jan thru mar
0,employed,10,white,29,male,yes,20,english,no,college,no,jan thru mar
0,not in labor force,NA,white,61,female,yes,NA,english,no,hs or lower,yes,jul thru sep
92000,employed,40,white,39,male,yes,70,other,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,72,male,yes,NA,english,no,grad,no,jan thru mar
0,not in labor force,NA,white,17,male,yes,NA,other,no,hs or lower,no,jul thru sep
75000,employed,45,white,30,male,yes,30,other,yes,grad,no,oct thru dec
0,employed,40,white,51,male,yes,NA,english,no,college,no,jul thru sep
NA,NA,NA,white,13,female,yes,NA,other,no,hs or lower,no,apr thru jun
NA,NA,NA,white,2,female,yes,NA,NA,no,NA,no,jul thru sep
60000,employed,84,white,43,male,yes,10,other,yes,hs or lower,yes,jul thru sep
35000,employed,56,white,34,male,yes,40,english,yes,college,no,jan thru mar
0,not in labor force,NA,white,67,male,yes,NA,english,yes,hs or lower,no,apr thru jun
92000,employed,40,white,46,female,yes,20,english,no,college,no,oct thru dec
0,not in labor force,NA,white,46,male,yes,NA,english,yes,hs or lower,no,jan thru mar
40000,employed,40,white,30,male,yes,40,english,yes,college,no,jul thru sep
0,not in labor force,NA,black,45,female,yes,NA,english,no,hs or lower,yes,jan thru mar
0,not in labor force,NA,black,87,female,yes,NA,english,no,grad,yes,jan thru mar
0,unemployed,NA,white,29,female,yes,NA,english,no,hs or lower,no,jul thru sep
NA,NA,NA,white,10,male,yes,NA,english,no,hs or lower,no,oct thru dec
18000,employed,99,white,39,male,yes,NA,english,yes,hs or lower,yes,jul thru sep
0,not in labor force,NA,white,80,male,yes,NA,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,86,female,yes,NA,english,yes,hs or lower,yes,oct thru dec
NA,NA,NA,white,8,female,yes,NA,english,no,hs or lower,no,apr thru jun
NA,NA,NA,white,9,male,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,34,female,no,NA,other,yes,hs or lower,no,apr thru jun
20400,employed,40,white,40,female,yes,20,english,yes,college,no,jul thru sep
88000,employed,50,asian,34,female,yes,25,english,no,grad,no,jul thru sep
NA,NA,NA,black,13,male,yes,NA,english,no,hs or lower,no,jul thru sep
NA,NA,NA,white,5,male,yes,NA,other,no,hs or lower,no,jan thru mar
9100,employed,30,other,63,female,yes,40,other,yes,hs or lower,no,jul thru sep
0,not in labor force,NA,white,88,male,yes,NA,english,yes,hs or lower,yes,jan thru mar
0,not in labor force,NA,black,18,male,yes,NA,english,no,hs or lower,no,jul thru sep
55000,employed,40,black,27,female,yes,25,english,no,grad,no,jul thru sep
50000,employed,27,white,33,female,yes,45,english,yes,college,no,oct thru dec
NA,NA,NA,white,11,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,63,male,yes,NA,english,no,college,no,apr thru jun
NA,NA,NA,white,1,male,yes,NA,NA,no,NA,no,jul thru sep
8900,employed,40,white,50,female,yes,5,other,no,hs or lower,yes,apr thru jun
0,not in labor force,NA,black,22,male,yes,NA,english,no,college,no,jul thru sep
0,not in labor force,NA,white,85,male,yes,NA,english,no,hs or lower,yes,oct thru dec
30000,employed,30,white,38,female,yes,30,english,yes,college,no,jul thru sep
5000,employed,15,white,22,female,yes,10,english,no,college,no,jan thru mar
26000,employed,45,white,39,female,yes,20,english,yes,hs or lower,no,jul thru sep
0,not in labor force,NA,white,76,female,yes,NA,english,yes,hs or lower,yes,jul thru sep
21500,employed,40,white,44,female,yes,8,english,yes,hs or lower,no,apr thru jun
600,unemployed,5,white,23,male,yes,NA,english,no,college,no,oct thru dec
0,not in labor force,NA,white,72,female,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,70,male,yes,NA,other,yes,grad,no,oct thru dec
25000,employed,40,other,56,female,yes,5,other,yes,hs or lower,no,jan thru mar
0,unemployed,NA,white,56,male,yes,NA,english,no,hs or lower,yes,jan thru mar
62000,employed,68,white,49,female,yes,75,english,no,college,no,jan thru mar
NA,NA,NA,black,13,female,yes,NA,english,no,hs or lower,no,apr thru jun
NA,NA,NA,black,4,male,yes,NA,NA,no,hs or lower,no,jan thru mar
NA,NA,NA,white,5,male,yes,NA,other,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,63,female,yes,NA,english,yes,college,no,apr thru jun
NA,NA,NA,white,0,female,yes,NA,NA,no,NA,no,jul thru sep
3500,employed,15,white,22,female,yes,NA,english,no,hs or lower,yes,apr thru jun
NA,NA,NA,white,9,female,yes,NA,english,no,hs or lower,no,jul thru sep
60000,employed,40,black,54,female,yes,90,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,black,86,male,yes,NA,english,yes,hs or lower,no,jan thru mar
NA,NA,NA,white,14,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,68,male,yes,NA,english,yes,hs or lower,no,oct thru dec
40000,employed,40,other,30,female,yes,10,other,yes,grad,no,jul thru sep
49000,employed,40,white,48,male,yes,15,english,yes,hs or lower,no,jul thru sep
NA,NA,NA,other,3,female,yes,NA,NA,no,hs or lower,no,oct thru dec
65000,employed,40,white,39,female,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,other,31,female,yes,NA,other,no,hs or lower,no,apr thru jun
9400,not in labor force,40,white,25,female,no,NA,other,yes,hs or lower,no,jul thru sep
190000,employed,50,white,48,male,yes,45,english,yes,grad,no,jan thru mar
18000,employed,40,other,56,female,yes,8,other,yes,hs or lower,yes,oct thru dec
10000,employed,10,white,73,male,yes,60,english,yes,hs or lower,yes,jul thru sep
30000,employed,40,white,66,male,yes,5,other,yes,hs or lower,no,oct thru dec
78000,employed,40,white,45,male,yes,45,english,no,grad,no,apr thru jun
0,not in labor force,NA,white,86,male,yes,NA,english,no,college,yes,oct thru dec
NA,NA,NA,white,1,male,yes,NA,NA,no,NA,no,apr thru jun
0,not in labor force,NA,asian,24,male,yes,NA,other,no,hs or lower,yes,jul thru sep
13000,employed,15,white,27,female,yes,20,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,72,male,yes,NA,english,yes,hs or lower,yes,apr thru jun
6200,employed,35,black,20,female,yes,30,english,no,hs or lower,no,jul thru sep
7000,employed,15,white,22,male,yes,15,english,no,hs or lower,no,jan thru mar
63000,employed,50,white,24,male,yes,6,english,no,college,no,oct thru dec
1600,employed,15,black,22,female,yes,10,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,38,female,yes,NA,other,no,hs or lower,yes,jan thru mar
0,not in labor force,NA,white,22,female,no,NA,other,no,hs or lower,yes,oct thru dec
0,not in labor force,NA,white,22,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,48,male,yes,NA,english,yes,college,yes,apr thru jun
0,unemployed,NA,white,47,male,yes,NA,english,yes,college,no,jul thru sep
NA,NA,NA,white,2,male,yes,NA,NA,no,NA,no,jan thru mar
NA,NA,NA,white,10,male,yes,NA,english,no,hs or lower,no,jul thru sep
48900,employed,40,white,43,male,yes,20,english,yes,college,no,oct thru dec
3500,unemployed,40,white,49,female,yes,NA,english,yes,hs or lower,no,jul thru sep
5000,employed,25,white,48,female,yes,10,english,yes,hs or lower,yes,jul thru sep
28000,employed,40,white,25,female,yes,45,english,no,college,no,oct thru dec
12000,employed,38,white,62,female,yes,20,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,80,female,yes,NA,other,no,hs or lower,no,oct thru dec
33300,employed,40,white,54,female,yes,10,english,yes,hs or lower,yes,apr thru jun
NA,NA,NA,other,11,male,yes,NA,english,no,hs or lower,no,jan thru mar
NA,NA,NA,white,1,male,yes,NA,NA,no,NA,no,jul thru sep
NA,NA,NA,other,11,male,yes,NA,english,no,hs or lower,no,apr thru jun
85000,employed,40,white,52,male,yes,8,english,yes,college,no,jul thru sep
0,not in labor force,NA,black,17,male,no,NA,other,no,hs or lower,no,oct thru dec
65000,employed,48,white,53,male,yes,45,english,yes,hs or lower,yes,oct thru dec
0,not in labor force,NA,white,71,female,yes,NA,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,other,50,female,no,NA,other,yes,hs or lower,no,jul thru sep
70000,employed,40,asian,63,male,yes,30,english,no,college,no,jan thru mar
105000,employed,50,asian,36,male,yes,30,english,yes,college,no,apr thru jun
0,unemployed,NA,black,22,male,yes,NA,english,no,college,no,oct thru dec
